match_id,date_x,home_team,away_team,result,date_y,home_win_odds,draw_odds,away_win_odds,favorite
EPL2425_263,2025-02-10,Everton,Wolves,0,2025-02-10,2.47,5.08,2.85,Wolves
EPL2425_264,2025-02-08,Chelsea,Burnley,0,2025-02-08,2.52,3.97,3.29,Burnley
EPL2425_265,2025-02-09,Crystal Palace,Fulham,2,2025-02-09,3.31,3.05,3.1,Fulham
EPL2425_266,2025-02-08,Arsenal,Nottingham Forest,1,2025-02-08,2.8,3.36,3.37,Nottingham Forest
EPL2425_267,2025-02-08,Liverpool,Tottenham,0,2025-02-08,2.41,3.94,3.54,Tottenham
EPL2425_268,2025-02-10,Brentford,Newcastle,1,2025-02-10,4.58,4.95,1.88,Newcastle
EPL2425_269,2025-02-10,Brighton,Man City,2,2025-02-10,2.11,6.41,3.1,Man City
EPL2425_270,2025-02-08,Man United,Bournemouth,0,2025-02-08,2.87,3.04,3.65,Bournemouth
EPL2425_271,2025-02-17,Man United,Brentford,1,2025-02-17,2.74,5.93,2.39,Brentford
EPL2425_272,2025-02-16,Wolves,Aston Villa,2,2025-02-16,3.07,5.36,2.27,Aston Villa
EPL2425_273,2025-02-15,Luton,Brighton,2,2025-02-15,2.27,3.93,3.89,Brighton
EPL2425_274,2025-02-16,Arsenal,Bournemouth,0,2025-02-16,1.95,4.88,4.26,Arsenal
EPL2425_275,2025-02-17,Liverpool,Crystal Palace,2,2025-02-17,2.47,4.1,3.29,Crystal Palace
EPL2425_276,2025-02-15,Burnley,Chelsea,2,2025-02-15,3.24,4.16,2.48,Chelsea
EPL2425_277,2025-02-17,Tottenham,West Ham,0,2025-02-17,3.12,3.35,3.0,West Ham
EPL2425_278,2025-02-15,Sheffield United,Fulham,0,2025-02-15,2.51,4.76,2.9,Fulham
EPL2425_279,2025-02-15,Man City,Everton,1,2025-02-15,2.09,4.27,4.17,Everton
EPL2425_280,2025-02-17,Newcastle,Nottingham Forest,2,2025-02-17,2.89,3.38,3.23,Nottingham Forest
EPL2425_281,2025-02-24,Burnley,Liverpool,2,2025-02-24,2.27,4.28,3.61,Liverpool
EPL2425_282,2025-02-24,Nottingham Forest,West Ham,2,2025-02-24,2.18,5.49,3.2,West Ham
EPL2425_283,2025-02-24,Crystal Palace,Chelsea,1,2025-02-24,2.61,4.89,2.74,Chelsea
EPL2425_284,2025-02-23,Tottenham,Fulham,0,2025-02-23,3.05,4.41,2.52,Fulham
EPL2425_285,2025-02-22,Aston Villa,Man City,0,2025-02-22,2.21,3.99,4.01,Man City
EPL2425_286,2025-02-24,Wolves,Man United,1,2025-02-24,2.63,4.65,2.8,Man United
EPL2425_287,2025-02-23,Brentford,Everton,2,2025-02-23,4.06,3.58,2.34,Everton
EPL2425_288,2025-02-23,Brighton,Newcastle,1,2025-02-23,2.29,5.24,3.08,Newcastle
EPL2425_289,2025-02-23,Arsenal,Luton,2,2025-02-23,4.0,3.29,2.51,Luton
EPL2425_290,2025-02-22,Sheffield United,Bournemouth,0,2025-02-22,2.1,4.63,3.84,Bournemouth
EPL2425_291,2025-03-01,Brighton,Tottenham,2,2025-03-01,1.96,4.87,4.23,Brighton
EPL2425_292,2025-03-03,Newcastle,Wolves,2,2025-03-03,3.71,3.03,2.83,Wolves
EPL2425_293,2025-03-03,Bournemouth,Crystal Palace,2,2025-03-03,3.36,3.73,2.59,Crystal Palace
EPL2425_294,2025-03-01,Aston Villa,Fulham,1,2025-03-01,2.39,4.57,3.16,Fulham
EPL2425_295,2025-03-01,Arsenal,West Ham,0,2025-03-01,2.8,3.91,2.95,West Ham
EPL2425_296,2025-03-03,Man City,Luton,2,2025-03-03,2.24,3.89,4.02,Luton
EPL2425_297,2025-03-02,Burnley,Chelsea,2,2025-03-02,3.52,3.26,2.76,Chelsea
EPL2425_298,2025-03-02,Everton,Liverpool,1,2025-03-02,2.16,4.02,4.16,Liverpool
EPL2425_299,2025-03-02,Man United,Brentford,1,2025-03-02,3.34,5.87,2.07,Brentford
EPL2425_300,2025-03-02,Nottingham Forest,Sheffield United,0,2025-03-02,2.34,4.61,3.25,Sheffield United
EPL2425_301,2025-03-08,Everton,Man United,1,2025-03-08,2.92,3.37,3.19,Man United
EPL2425_302,2025-03-09,Nottingham Forest,Crystal Palace,0,2025-03-09,3.14,3.7,2.75,Crystal Palace
EPL2425_303,2025-03-08,Sheffield United,Fulham,2,2025-03-08,3.17,3.16,3.13,Fulham
EPL2425_304,2025-03-08,Newcastle,Arsenal,0,2025-03-08,2.9,4.56,2.58,Arsenal
EPL2425_305,2025-03-08,Brighton,Wolves,2,2025-03-08,2.26,4.2,3.67,Wolves
EPL2425_306,2025-03-08,Man City,Brentford,0,2025-03-08,2.37,4.58,3.2,Brentford
EPL2425_307,2025-03-09,Aston Villa,Liverpool,0,2025-03-09,2.39,3.62,3.88,Liverpool
EPL2425_308,2025-03-10,Bournemouth,Tottenham,0,2025-03-10,2.78,5.06,2.53,Tottenham
EPL2425_309,2025-03-09,West Ham,Luton,0,2025-03-09,3.59,4.14,2.32,Luton
EPL2425_310,2025-03-09,Burnley,Chelsea,2,2025-03-09,3.4,3.2,2.89,Chelsea
EPL2425_311,2025-03-15,Bournemouth,Crystal Palace,0,2025-03-15,2.67,5.13,2.61,Crystal Palace
EPL2425_312,2025-03-16,Man United,Newcastle,1,2025-03-16,3.34,3.95,2.5,Newcastle
EPL2425_313,2025-03-15,Fulham,Everton,0,2025-03-15,3.54,3.2,2.8,Everton
EPL2425_314,2025-03-15,Man City,Liverpool,0,2025-03-15,1.91,4.62,4.72,Man City
EPL2425_315,2025-03-17,Sheffield United,Brentford,0,2025-03-17,2.17,4.11,4.01,Brentford
EPL2425_316,2025-03-16,Burnley,Brighton,1,2025-03-16,3.33,3.03,3.1,Brighton
EPL2425_317,2025-03-16,Chelsea,Wolves,0,2025-03-16,2.77,4.01,2.92,Wolves
EPL2425_318,2025-03-17,Luton,West Ham,2,2025-03-17,2.31,3.62,4.13,West Ham
EPL2425_319,2025-03-17,Nottingham Forest,Arsenal,1,2025-03-17,3.69,3.04,2.84,Arsenal
EPL2425_320,2025-03-17,Aston Villa,Tottenham,1,2025-03-17,2.73,4.06,2.95,Tottenham
EPL2425_321,2025-03-22,Everton,Bournemouth,0,2025-03-22,2.61,4.39,2.93,Bournemouth
EPL2425_322,2025-03-24,Man United,Liverpool,0,2025-03-24,2.39,4.15,3.42,Liverpool
EPL2425_323,2025-03-23,Tottenham,Luton,0,2025-03-23,2.82,5.49,2.41,Luton
EPL2425_324,2025-03-22,Brighton,Wolves,1,2025-03-22,2.03,5.72,3.5,Wolves
EPL2425_325,2025-03-22,Man City,Arsenal,2,2025-03-22,2.21,4.88,3.4,Arsenal
EPL2425_326,2025-03-24,Newcastle,Chelsea,2,2025-03-24,2.78,3.64,3.15,Chelsea
EPL2425_327,2025-03-22,Aston Villa,West Ham,0,2025-03-22,1.96,5.38,3.92,Aston Villa
EPL2425_328,2025-03-23,Nottingham Forest,Crystal Palace,2,2025-03-23,2.97,2.97,3.58,Crystal Palace
EPL2425_329,2025-03-23,Fulham,Sheffield United,2,2025-03-23,3.54,5.73,2.02,Sheffield United
EPL2425_330,2025-03-24,Burnley,Brentford,1,2025-03-24,2.34,4.43,3.35,Brentford
EPL2425_331,2025-03-29,Aston Villa,Nottingham Forest,0,2025-03-29,2.1,4.37,4.04,Nottingham Forest
EPL2425_332,2025-03-30,Chelsea,Wolves,0,2025-03-30,2.24,3.56,4.44,Wolves
EPL2425_333,2025-03-29,West Ham,Man United,0,2025-03-29,2.88,3.31,3.3,Man United
EPL2425_334,2025-03-31,Everton,Newcastle,0,2025-03-31,2.25,4.39,3.58,Newcastle
EPL2425_335,2025-03-30,Sheffield United,Fulham,2,2025-03-30,3.5,4.78,2.19,Fulham
EPL2425_336,2025-03-30,Crystal Palace,Burnley,0,2025-03-30,3.69,3.2,2.71,Burnley
EPL2425_337,2025-03-31,Arsenal,Bournemouth,1,2025-03-31,3.34,3.97,2.49,Bournemouth
EPL2425_338,2025-03-29,Man City,Liverpool,2,2025-03-29,2.87,3.79,2.95,Liverpool
EPL2425_339,2025-03-30,Tottenham,Brighton,1,2025-03-30,2.82,4.38,2.71,Brighton
EPL2425_340,2025-03-30,Luton,Brentford,0,2025-03-30,2.27,4.47,3.47,Brentford
EPL2425_341,2025-04-06,Tottenham,Newcastle,0,2025-04-06,2.25,4.35,3.6,Newcastle
EPL2425_342,2025-04-06,Wolves,Brighton,2,2025-04-06,2.11,4.61,3.83,Brighton
EPL2425_343,2025-04-07,Brentford,Chelsea,2,2025-04-07,1.97,5.76,3.68,Brentford
EPL2425_344,2025-04-05,Man United,Bournemouth,0,2025-04-05,3.56,5.38,2.06,Bournemouth
EPL2425_345,2025-04-07,Man City,Everton,1,2025-04-07,2.29,5.68,2.94,Everton
EPL2425_346,2025-04-06,Aston Villa,West Ham,0,2025-04-06,3.45,3.12,2.92,West Ham
EPL2425_347,2025-04-06,Crystal Palace,Luton,2,2025-04-06,2.34,5.09,3.04,Luton
EPL2425_348,2025-04-05,Nottingham Forest,Fulham,0,2025-04-05,3.71,3.81,2.38,Fulham
EPL2425_349,2025-04-06,Arsenal,Liverpool,2,2025-04-06,3.23,3.91,2.58,Liverpool
EPL2425_350,2025-04-06,Burnley,Sheffield United,0,2025-04-06,3.32,4.7,2.28,Sheffield United
EPL2425_351,2025-04-12,Aston Villa,Newcastle,1,2025-04-12,2.9,3.11,3.49,Newcastle
EPL2425_352,2025-04-12,Burnley,Brighton,1,2025-04-12,2.61,4.69,2.81,Brighton
EPL2425_353,2025-04-12,Tottenham,Everton,1,2025-04-12,3.8,3.6,2.43,Everton
EPL2425_354,2025-04-13,Wolves,Brentford,0,2025-04-13,3.02,3.28,3.16,Brentford
EPL2425_355,2025-04-12,Sheffield United,Arsenal,2,2025-04-12,2.68,3.9,3.1,Arsenal
EPL2425_356,2025-04-13,Nottingham Forest,Fulham,0,2025-04-13,2.8,3.86,2.97,Fulham
EPL2425_357,2025-04-12,Man United,Man City,0,2025-04-12,2.95,5.11,2.39,Man City
EPL2425_358,2025-04-12,Liverpool,Luton,2,2025-04-12,2.36,5.06,3.02,Luton
EPL2425_359,2025-04-14,Chelsea,Crystal Palace,0,2025-04-14,2.45,4.23,3.26,Crystal Palace
EPL2425_360,2025-04-12,West Ham,Bournemouth,0,2025-04-12,3.56,3.89,2.41,Bournemouth
EPL2425_361,2025-04-19,Newcastle,Fulham,2,2025-04-19,3.65,4.69,2.15,Fulham
EPL2425_362,2025-04-21,Everton,Sheffield United,0,2025-04-21,3.57,3.73,2.47,Sheffield United
EPL2425_363,2025-04-20,Burnley,Liverpool,0,2025-04-20,2.55,3.66,3.48,Liverpool
EPL2425_364,2025-04-20,Man United,Wolves,2,2025-04-20,3.39,4.0,2.46,Wolves
EPL2425_365,2025-04-20,Tottenham,Nottingham Forest,0,2025-04-20,3.2,6.35,2.07,Nottingham Forest
EPL2425_366,2025-04-20,Brighton,Arsenal,0,2025-04-20,3.87,5.05,2.01,Arsenal
EPL2425_367,2025-04-20,West Ham,Crystal Palace,0,2025-04-20,2.12,4.75,3.7,Crystal Palace
EPL2425_368,2025-04-19,Aston Villa,Brentford,0,2025-04-19,2.27,5.86,2.93,Brentford
EPL2425_369,2025-04-19,Chelsea,Bournemouth,0,2025-04-19,2.91,4.72,2.52,Bournemouth
EPL2425_370,2025-04-19,Luton,Man City,1,2025-04-19,2.6,7.26,2.32,Man City
EPL2425_371,2025-04-27,Arsenal,Aston Villa,1,2025-04-27,2.9,3.75,2.94,Aston Villa
EPL2425_372,2025-04-28,Brighton,Sheffield United,0,2025-04-28,2.71,3.49,3.37,Sheffield United
EPL2425_373,2025-04-27,Bournemouth,Luton,0,2025-04-27,1.9,5.98,3.85,Bournemouth
EPL2425_374,2025-04-27,Chelsea,Everton,2,2025-04-27,3.65,3.92,2.36,Everton
EPL2425_375,2025-04-28,Man City,Fulham,1,2025-04-28,2.69,3.56,3.34,Fulham
EPL2425_376,2025-04-28,Man United,Nottingham Forest,1,2025-04-28,3.34,4.16,2.42,Nottingham Forest
EPL2425_377,2025-04-26,Newcastle,Brentford,1,2025-04-26,2.26,5.67,3.01,Brentford
EPL2425_378,2025-04-27,Liverpool,Crystal Palace,2,2025-04-27,2.58,4.68,2.85,Crystal Palace
EPL2425_379,2025-04-27,Burnley,Wolves,0,2025-04-27,2.58,3.48,3.61,Wolves
EPL2425_380,2025-04-27,West Ham,Tottenham,0,2025-04-27,2.54,6.27,2.51,Tottenham
